name,price,url,bed,score
Hotel Metro Hanazonocho（梅特羅花園著酒店）,17726,http://tinyurl.com/yxhomgmk,"床型： 3 張雙人床 , 1 張沙發床 和 2 張日式床舖",7.5
West Area Tsutenkaku 2,17726,http://tinyurl.com/y2k446mv,床型： 2 張雙人床 和 1 張沙發床,
Private room Bianco（比安科私人客房旅館）,17726,http://tinyurl.com/yy37pemh,4 張單人床 • 1 張雙人床,9.0
越前601· 日本橋商店街徒歩3分· 難波エリア· 恵比須町2分,17726,http://tinyurl.com/y4t4s2sq,床型： 7 張雙人床 和 1張床位,
Namba Hara apartment（難波哈拉公寓）,17726,http://tinyurl.com/yxvfco34,床型： 4 張單人床 和 2 張雙人床,7.1
SUN HOUSE. サン ハウス 丹陽之家,17726,http://tinyurl.com/y34hsxgl,床型： 1 張單人床 和 5 張日式床舖,8.6
Shinsaibashi Designer's apartment,17726,http://tinyurl.com/y4fs9nhp,2 張雙人床 • 1 張沙發床,
Hostel Enisia Namba（難波英尼希亞旅舍）,17726,http://tinyurl.com/y3ltqfz9,床型： 8張床位,8.9
Holiday Home Nagomi（平靜度假屋）,17726,http://tinyurl.com/y6sjy63q,床型： 3 張雙人床 和 2 張日式床舖,8.8
Hanmadang（漢馬丹旅館）,17726,http://tinyurl.com/yxmy5xef,床型： 3張床位,8.0
Number One（最佳賓館）,17726,http://tinyurl.com/y2ac9bfu,床型： 2 張雙人床 和 4 張日式床舖,9.2
Bonsai Guest House（盆景旅館）,17726,http://tinyurl.com/y436vkaf,6張床位,8.5
Minn Osaka-North,17726,http://tinyurl.com/y6be553d,2 張單人床 • 1 張雙人床 • 1張床位 • 1 張沙發床,8.9
Shi-lmamiya Tsutenkaku Nana Villa（新今宮通天閣娜娜別墅）,17726,http://tinyurl.com/yxqhmv7z,1 張單人床 • 3 張雙人床 • 1 張沙發床 • 2 張日式床舖,8.0
Shinonome-東雲-,17726,http://tinyurl.com/y2shp4uf,8 張單人床,
Blanche Abeno Mansion,17726,http://tinyurl.com/yywz2c2m,4 張單人床 • 2 張沙發床,
"Junfukuya(153-1,2)",17731,http://tinyurl.com/y5l7es95,"床型： 2 張單人床 , 4 張雙人床 和 1 張加大雙人床",7.7
Grandouce Higashi-Shinsaibashi,17779,http://tinyurl.com/y69nzoqf,床型： 2 張雙人床 和 1 張沙發床,8.9
FDS Liberta,17874,http://tinyurl.com/y2myqyy4,床型： 4 張單人床 和 1 張沙發床,9.0
FDS Dernier,17874,http://tinyurl.com/y4ugywsa,4 張單人床 • 1 張沙發床,8.5
Bijou Suites Central（比茹套房中央度假屋）,17877,http://tinyurl.com/y6zgj6bd,床型： 7 張日式床舖,8.1
IKIDANE HOUSE Osaka Kyobashi NEI,17948,http://tinyurl.com/y637jku4,床型： 2 張單人床 和 3 張雙人床,
Guest House Tengachaya,18051,http://tinyurl.com/y58kt3qu,床型： 6 張單人床,
New Well-furnitured House near Umeda,18169,http://tinyurl.com/y6g4pguo,"床型： 2 張單人床 , 1 張雙人床 和 1 張沙發床",
Akizero Apartment CO-301（阿基澤羅CO-301號公寓）,18200,http://tinyurl.com/y5lg9l2f,3 張雙人床 • 2 張日式床舖,
Shinsaibashi House,18243,http://tinyurl.com/yy7h7vec,床型： 4 張單人床 和 2張床位,8.7
Willows Minpaku,18251,http://tinyurl.com/yxpmd82j,3張床位,8.7
Akizero Apartment in Osaka BR-502,18352,http://tinyurl.com/y4cmvmo6,3 張雙人床,
Osaka Tengachaya Cozy Stay 04,18352,http://tinyurl.com/yxk3g639,2 張單人床 • 2 張雙人床 • 1 張日式床舖,
Osaka Tengachaya Cozy Stay 05,18352,http://tinyurl.com/yxbqcvct,"床型： 1 張單人床 , 3 張雙人床 和 1 張日式床舖",
Osaka Tengachaya Cozy Stay 03,18352,http://tinyurl.com/y3ulyzb5,"床型： 1 張單人床 , 3 張雙人床 和 1 張日式床舖",
New Era Reiwa SALE Large apt near USJ MK 206,18352,http://tinyurl.com/y2vgxomq,2 張單人床 • 5 張雙人床,
Z&Y HOUSE,18387,http://tinyurl.com/yysmonda,"床型： 2 張單人床 , 1 張雙人床 , 1 張沙發床 和 3 張日式床舖",
PineBrook Daikokucho（大國町松溪公寓）,18465,http://tinyurl.com/y4lyr96l,"床型： 3 張單人床 , 1 張沙發床 和 2 張日式床舖",8.0
Grandouce Casa-Comoda（格蘭多斯科莫達公寓）,18476,http://tinyurl.com/yyptq5u5,床型： 4 張雙人床 和 2 張日式床舖,8.2
Grandouce Shinsaibashi-Higashi（心齋橋東區飯店）,18581,http://tinyurl.com/y4bwwysd,"床型： 4 張雙人床 , 2 張沙發床 和 2 張日式床舖",6.6
Ryokoheya Tenrokukan（天六館）,18612,http://tinyurl.com/y63z6pfg,床型： 7 張日式床舖,9.3
Studio Minamisenba 405,18612,http://tinyurl.com/yxt73p6j,床型： 3 張雙人床 和 2 張沙發床,
OSAKA MACHIYA Tatami house,18612,http://tinyurl.com/yyymg3lp,"床型： 1 張單人床 , 2 張沙發床 和 2 張日式床舖",
Gush（古什旅館）,18612,http://tinyurl.com/yyyo8fdr,床型： 6張床位,8.2
Namba_KUROMON_KMR0007B（難波黑門市場 KMR0007B 公寓）,18612,http://tinyurl.com/y2odjneq,床型： 3 張日式床舖,6.3
Heights Matsuyamachi410,18612,http://tinyurl.com/y6jrq3au,"床型： 2 張雙人床 , 2 張沙發床 和 1 張日式床舖",
Casa Ambrosia（安布羅西亞之家旅館）,18819,http://tinyurl.com/y3b7tze7,床型： 8張床位,6.6
Yoshi Yoshi Homestay,18825,http://tinyurl.com/y3ed7j7q,"床型： 1 張沙發床 , 1 張加大雙人床 和 7 張日式床舖",
Beauty Villa Tengachaya 201,18834,http://tinyurl.com/y68je8s6,5 張雙人床 • 1 張沙發床,
Beauty Villa Tengachaya 102,18834,http://tinyurl.com/y4ynelyp,床型： 4 張雙人床 和 1 張沙發床,
Ryokoheya Awajikan（淡路館度假屋）,18908,http://tinyurl.com/y2n7msof,1 張單人床 • 1 張雙人床 • 4 張日式床舖,8.9
K3 Samy's Guest House Kujo,18908,http://tinyurl.com/yyjvgkke,"床型： 2 張單人床 , 1張床位 和 2 張日式床舖",
PG Kuromon,18945,http://tinyurl.com/yxhcaxc6,"床型： 1 張單人床 , 2 張雙人床 和 2 張沙發床",7.6
Lumiere Sunset 401,18945,http://tinyurl.com/y2afr2xy,床型： 3 張單人床 和 2 張雙人床,
Lumiere Sunset 402,18945,http://tinyurl.com/y4w8doua,3 張單人床 • 2 張雙人床,
Guest house Jakotel Namba,19055,http://tinyurl.com/y4pgjs7m,床型： 8張床位,6.4
Adel Ⅱ / Vacation STAY 2383,19191,http://tinyurl.com/y5bc29zx,床型： 2 張雙人床 和 1 張沙發床,
Adel Ⅱ / Vacation STAY 2382,19191,http://tinyurl.com/y5tc8xnc,床型： 2 張雙人床 和 1 張沙發床,
Adel Ⅱ / Vacation STAY 2385,19191,http://tinyurl.com/y3tzme4v,2 張雙人床 • 1 張沙發床,
Central House（中央之家公寓）,19203,http://tinyurl.com/y4zxxvu6,3 張單人床 • 3 張日式床舖,9.1
Ryojin Ann（羅伊金安公寓）,19203,http://tinyurl.com/y3g3qwho,床型： 10 張單人床,9.0
Grand Sky Shin-Osaka Central Lodge,19203,http://tinyurl.com/yxq5aeu4,2 張日式床舖 • 2 張雙人床 • 2 張沙發床,
Ninja House,19203,http://tinyurl.com/y4s9zcnr,1 張沙發床 • 6 張日式床舖,
Ebisu Osaka Guest House,19203,http://tinyurl.com/yxzlozjl,2 張雙人床 • 2 張沙發床,7.9
Hanazonominami Apartment 101,19203,http://tinyurl.com/y3ctnjw3,床型： 3 張雙人床,
Nk House Osaka,19203,http://tinyurl.com/y6lzcgks,4 張單人床,8.6
Akizero Apartment CO-403（阿基澤羅CO-403號公寓）,19271,http://tinyurl.com/y669cv6j,3 張雙人床 • 2 張日式床舖,
Shinobi,19277,http://tinyurl.com/y6poa9sj,6 張日式床舖,
Bon Hostel（邦青旅）,19357,http://tinyurl.com/y2brxvwz,床型： 6張床位,8.4
The Neighbors（鄰居旅館）,19357,http://tinyurl.com/y2fteyn5,床型： 4 張雙人床 和 1 張沙發床,7.6
Samy's Guest House KS,19389,http://tinyurl.com/y2frlmv3,7 張單人床 • 1 張雙人床 • 1 張沙發床,
Rafine Nihonbashi 203 / Vacation STAY 4099,19439,http://tinyurl.com/y4lu3wbk,床型： 3 張雙人床,
Rafine Nihonbashi / Vacation STAY 4348,19439,http://tinyurl.com/y2tpebcs,床型： 3 張雙人床,
Feel Tradition 6DK House(204-2),19457,http://tinyurl.com/yxrcwlch,"床型： 6 張單人床 , 1 張雙人床 和 2 張日式床舖",8.3
Grande Famille Shimanouchi Dotonbori Condo,19466,http://tinyurl.com/y2atvu2h,1 張單人床 • 1 張雙人床 • 2 張沙發床,7.6
Studio Minamisenba 202,19499,http://tinyurl.com/y54zgy3a,1 張雙人床 • 2 張沙發床,
Orange House West 1,19499,http://tinyurl.com/y62qeprl,4 張雙人床 • 1 張沙發床,
Ace Imazato,19499,http://tinyurl.com/y6ee63kq,床型： 8 張單人床,
GATE80 nagai stadium,19646,http://tinyurl.com/y4sd337v,2 張雙人床 • 2 張日式床舖,
Guest House K2,19720,http://tinyurl.com/y52jysx2,5 張單人床 • 1 張沙發床,
Samy's Guest House K1,19757,http://tinyurl.com/y2pny8m8,"床型： 5 張單人床 , 3 張雙人床 和 1 張沙發床",
BL Nibiiro 123,19794,http://tinyurl.com/y65cat9z,床型： 2 張雙人床 和 2 張沙發床,
The Cave,19794,http://tinyurl.com/y278nmed,7 張雙人床 • 1 張沙發床 • 1 張日式床舖,
Heart of Shinsaibashi Apartment（心齋橋中心公寓）,19831,http://tinyurl.com/yy6lv89d,床型： 2 張雙人床 和 1 張沙發床,9.0
Arit Building Daikokucho 713 / Vacation STAY 3424,19853,http://tinyurl.com/yxhvouns,2 張雙人床 • 1 張沙發床,
Momodani House 501,19853,http://tinyurl.com/y2udlkgj,床型： 2 張雙人床 和 2 張沙發床,
Krehl Namba Minami,19853,http://tinyurl.com/y2rdklw6,2 張雙人床 • 2 張日式床舖,
ir inn annex101 Spacious Family Room Near Shinsekai 11,19881,http://tinyurl.com/y6dro694,8 張單人床,
Apartment in Ebisunishi FF122（艾畢蘇尼市FF122公寓）,19881,http://tinyurl.com/y3ycgwn2,床型： 3 張單人床 和 3 張日式床舖,5.9
Elegant Pink,19942,http://tinyurl.com/y6ao5h7k,床型： 3 張雙人床,
Modern Gray,19942,http://tinyurl.com/y2nwesca,3 張雙人床,
«EarthLounge» Real Local Flavor（«EarthLounge» 特別有日本風土人情的家）,19942,http://tinyurl.com/yysq9due,"床型： 2 張單人床 , 2 張雙人床 和 4 張日式床舖",
Elegant Blue,19942,http://tinyurl.com/y5zxbfnh,6 張單人床,
Studio Minamisenba 201,20045,http://tinyurl.com/y2yyjbbc,床型： 1 張雙人床 和 2 張沙發床,
BL Nibiiro 4,20089,http://tinyurl.com/yy6r8azj,床型： 2 張雙人床 和 1 張沙發床,
Guest House Matsu（松旅館）,20163,http://tinyurl.com/yxjv63r3,床型： 5張床位,9.3
Jakotel Apartment Namba（難波雅科特爾公寓）,20163,http://tinyurl.com/y5m4gu66,床型： 6 張日式床舖,7.7
Sun Village Tsuruhashi（鶴橋旭日村旅館）,20205,http://tinyurl.com/y59hv5nv,床型： 8張床位,8.8
Penthouse 3bedroom Central Osaka（大阪中心三臥室頂層公寓）,20385,http://tinyurl.com/y2jvr4dp,2 張單人床 • 4 張雙人床 • 1 張沙發床,8.6
Bijou Suites AI,20385,http://tinyurl.com/y5y9k9pk,床型： 2 張雙人床 和 2 張日式床舖,
Studio Minamisenba 901,20385,http://tinyurl.com/y3rdv5ph,床型： 4 張雙人床 和 2 張沙發床,
Studio Minamisenba 704,20385,http://tinyurl.com/y373o3vz,"床型： 1 張雙人床 , 2 張沙發床 和 3 張日式床舖",
Shinsekai House,20385,http://tinyurl.com/y4fu229r,床型： 4 張雙人床 和 1 張沙發床,
Chachamaru Osaka Castle Park,20420,http://tinyurl.com/y5ns3ag4,床型： 2 張單人床 和 3 張雙人床,
Apartment in Osaka A（大阪A公寓）,20645,http://tinyurl.com/y5hc46jq,床型： 4 張單人床 和 1 張日式床舖,
B-2A Apartments 2LDK 2-6 Jakotel Namba,20645,http://tinyurl.com/yxkl5omt,床型： 6 張日式床舖,
STAY in the City AMEMURA（STAY in the City AMEMURA ）,20651,http://tinyurl.com/yyvad5k9,6張床位,8.6
COZY ROOM Japanese modern（日式現代舒適公寓）,20680,http://tinyurl.com/y539yfss,床型： 6 張單人床,8.6
First House（首府公寓）,20680,http://tinyurl.com/y2utzrb4,床型： 2 張單人床 和 4 張日式床舖,8.8
Jostar House 402（喬斯達 402 公寓）,20680,http://tinyurl.com/y2ez74nl,4 張雙人床 • 2 張沙發床 • 2 張日式床舖,8.2
Chidori Asahi no ie,20680,http://tinyurl.com/y46mtpmd,"床型： 1 張雙人床 , 4 張沙發床 和 4 張日式床舖",6.7
Family house (private house),20680,http://tinyurl.com/y6b5aca3,6 張單人床,9.7
YUMEJI Mansion,20680,http://tinyurl.com/y38rah8g,"床型： 1 張單人床 , 2 張雙人床 和 3 張日式床舖",
Carpe Diem Home,20775,http://tinyurl.com/y3nzkh35,5 張雙人床 • 1 張沙發床,6.5
Jpride Uemachidai Condo,20872,http://tinyurl.com/y4q6jg3f,床型： 6 張雙人床 和 2 張沙發床,8.3
Seta piena(D),20939,http://tinyurl.com/y3sga9vo,"床型： 1 張單人床 , 3 張雙人床 , 4 張沙發床 和 2 張日式床舖",8.8
Seta piena(B),20939,http://tinyurl.com/y4kbrlas,"床型： 3 張雙人床 , 3 張沙發床 和 4 張日式床舖",8.6
Seta piena(A),20939,http://tinyurl.com/y3hbg6x4,"床型： 3 張雙人床 , 3 張沙發床 和 4 張日式床舖",8.6
Seta piena(C),20939,http://tinyurl.com/y4hpvhsv,3 張雙人床 • 3 張沙發床 • 4 張日式床舖,
ES41 NewlyaBuilt LuxuryAPT 7minswalk Shinsaibashi,21027,http://tinyurl.com/yyuvxm9s,1 張單人床 • 3 張雙人床,
«EarthLounge» Modern and Tradition,21050,http://tinyurl.com/y36dog2p,2 張單人床 • 1 張雙人床 • 6 張日式床舖,
«EarthLounge» Japanese Local Hideaway（放鬆舒適的家）,21050,http://tinyurl.com/y593qalf,3 張雙人床 • 1 張沙發床 • 2 張日式床舖,
Minn Juso,21050,http://tinyurl.com/y4zfv5oo,2 張單人床 • 1張床位 • 2 張沙發床,8.6
Renka Minpaku 301,21104,http://tinyurl.com/y48wv3bx,3 張雙人床,
Renka Minpaku 201,21104,http://tinyurl.com/y4xs4utq,1 張單人床 • 2 張雙人床 • 1 張日式床舖,
ES32 NewlyBuilt LuxuryAPT 7minswalk Shinsaibashi,21256,http://tinyurl.com/y2r6z7uv,床型： 3 張雙人床,
UIhome Kohamanishi Apartment,21271,http://tinyurl.com/y66wcj2c,床型： 1 張雙人床 和 6 張日式床舖,
Bijou Suites Cyan,21271,http://tinyurl.com/y3ndaeqw,床型： 2 張雙人床 和 1 張沙發床,
Old Japanese-style house in Noda,21271,http://tinyurl.com/yyh3poc7,床型： 10 張日式床舖,
BL New Sanko 21,21271,http://tinyurl.com/y48zq88h,4 張雙人床 • 1 張沙發床,
Meet Me Umeda Nishi（梅梅西麥特公寓式酒店）,21271,http://tinyurl.com/y6nlbd87,床型： 1 張雙人床 和 4 張日式床舖,8.8
Apartment VR Shinsaibashi DOR0075B,21271,http://tinyurl.com/y3fvgu8z,2 張雙人床 • 2 張沙發床,
Building A 5Rooms Osaka Mj Share House,21410,http://tinyurl.com/y2lv8ahx,床型： 5 張日式床舖,
Akizero Apartment CO-303（阿基澤羅CO-303號公寓）,21412,http://tinyurl.com/y3nwpc5l,床型： 3 張雙人床 和 2 張日式床舖,
Rose Heights,21419,http://tinyurl.com/y2ckzacf,3 張雙人床,8.0
Shinpoincho First Building 6F,21472,http://tinyurl.com/y6cxk2f2,4 張單人床 • 2 張雙人床 • 3 張沙發床 • 3 張日式床舖,5.0
Khaosan World Namba（考山世界難波旅舍）,21508,http://tinyurl.com/y2aagwns,床型： 6張床位,8.2
SEKAI HOTEL Fuse,21508,http://tinyurl.com/y3jw4l73,6 張單人床,9.0
Cocoroom Cafe Garden Guest House（蔻蔻魯姆咖啡花園旅館）,21508,http://tinyurl.com/y3l3945c,床型： 8 張單人床,8.9
Ikidane House Osaka Kyobashi,21537,http://tinyurl.com/y2lh3feh,4 張雙人床,9.2
RAKUYA,21697,http://tinyurl.com/y5mgtdgk,4 張雙人床 • 2 張日式床舖,
Gomaharu Guesthouse（古瑪哈魯旅館）,21714,http://tinyurl.com/y5u7hnsb,床型： 3張床位,6.9
Harbor Light Tengachaya,21817,http://tinyurl.com/yyom3wep,床型： 6 張雙人床,
JOY HOUSE / Vacation STAY 2332,21838,http://tinyurl.com/y4e4na7r,3 張雙人床 • 1 張沙發床,
stop by 心斎橋,21862,http://tinyurl.com/yxocvms4,"床型： 2 張雙人床 , 1張床位 和 2 張日式床舖",
Minn Namba,21884,http://tinyurl.com/y3cml5us,2 張雙人床 • 2張床位,9.0
The Stay Osaka Shinsaibashi,21936,http://tinyurl.com/y4ap9sdx,床型： 6張床位,9.2
Yokoduna hostel Room 605,21936,http://tinyurl.com/yy3r7cy6,床型： 1 張雙人床 和 2 張沙發床,
AirSpace Namba Minami（難波南空間公寓）,21980,http://tinyurl.com/yynlh7xk,床型： 2 張雙人床 和 1 張沙發床,7.6
GU Freedom Home,21980,http://tinyurl.com/yybldcuy,"床型： 4 張單人床 , 1 張雙人床 和 2 張沙發床",
Simple Stay Kanon Nanba Minami,22018,http://tinyurl.com/y24ojuoz,床型： 1 張單人床 和 8張床位,8.6
HOTEL MYSTAYS Otemae（MYSTAYS 大手前酒店）,22032,http://tinyurl.com/yyt5lu7s,床型： 3 張單人床 和 3 張日式床舖,7.6
Blan Chateau Osaka,22157,http://tinyurl.com/y3ezhlgw,床型： 6 張單人床,9.1
Sakura House,22157,http://tinyurl.com/y2hkxfx3,7 張單人床 • 1張床位 • 1 張沙發床,9.7
10 min to Shin-imamiya STN apartment,22157,http://tinyurl.com/yxor3huk,1 張單人床 • 2 張雙人床 • 1 張沙發床,8.5
Bijou Suites Saudade,22157,http://tinyurl.com/y6e5barg,2 張雙人床 • 1 張沙發床,
The Gratias Hotel大阪難波,22157,http://tinyurl.com/y4lsbkjz,"床型： 4 張單人床 , 1 張雙人床 和 1 張沙發床",
Hanazonominami Apartment 202,22157,http://tinyurl.com/y6l2f9qa,4 張雙人床,
Senbayashi Royal Heights,22157,http://tinyurl.com/y49hkluk,2張床位 • 2 張沙發床,
Nao's Guesthouse Ⅲ,22157,http://tinyurl.com/y35zepuq,3 張單人床 • 2 張雙人床,7.6
Toms House,22157,http://tinyurl.com/yxwor9aj,床型： 10 張單人床,
TGC Apartment C-3,22157,http://tinyurl.com/y4n6zhj2,3 張雙人床 • 1 張沙發床,9.1
町家☆Cozy Old House6LDK☆Near Namba ZY-1,22157,http://tinyurl.com/y4useg5o,"床型： 2 張單人床 , 5 張雙人床 和 1張床位",
Hanazonominami Apartment 102,22157,http://tinyurl.com/y3gpy8lf,4 張雙人床,
Hotel Sakuragawa Mansion,22157,http://tinyurl.com/y3cdqd4z,床型： 1 張雙人床 和 1 張沙發床,
Hanazonominami Apartment 201,22157,http://tinyurl.com/y3wddad5,4 張雙人床,
City Studio Namba,22157,http://tinyurl.com/y52dopnt,3 張雙人床,8.4
Osaka Guesthouse SAYURI TENGACHAYA Ekimae,22157,http://tinyurl.com/y6z46nxw,6 張日式床舖,8.8
貸切一軒家 禅,22157,http://tinyurl.com/y44gd5hu,床型： 4 張雙人床,
Funkey apartment 539159,22175,http://tinyurl.com/yyjto8sc,"床型： 6 張單人床 , 1 張雙人床 和 3 張日式床舖",
Osaka - House / Vacation STAY 4271,22335,http://tinyurl.com/y2hz838y,床型： 7 張雙人床,
BORO-YA,22335,http://tinyurl.com/y6daykmh,床型： 2 張單人床 和 4 張日式床舖,
OTR Park View Bentencho（大阪民宿弁天町OTR公園景公寓）,22412,http://tinyurl.com/y4jpcnw6,"床型： 2 張單人床 , 1 張雙人床 和 2 張日式床舖",8.4
Osaka Family condominium 夢菜館,22453,http://tinyurl.com/yyzuts69,4 張單人床 • 2 張雙人床,
Briller Universal Japon（日本布利勒環球青年旅舍）,22453,http://tinyurl.com/yxsh44aq,6張床位,8.1
IKIDANE Residential Hotel SHIMANOUCHI,22544,http://tinyurl.com/yxnjebf7,"床型： 1 張單人床 , 2 張雙人床 和 1 張沙發床",8.8
Merry Kishinosato(38-1~3),22601,http://tinyurl.com/yyfd6b29,床型： 3 張雙人床 和 4 張日式床舖,6.0
塩草2丁目4番6号 アパートメント,22661,http://tinyurl.com/y48bnr79,床型： 3 張雙人床 和 1 張沙發床,
Blossom River 2･3F,22713,http://tinyurl.com/y2cdftb7,4 張雙人床,8.5
Yokoduna hostel Room 602,22748,http://tinyurl.com/y6jzvahk,床型： 2 張雙人床 和 1 張沙發床,
Happy home,22748,http://tinyurl.com/y2vhq3es,4 張雙人床,
Reck Namba Hosting,22748,http://tinyurl.com/y35r9zo3,3 張雙人床 • 1 張沙發床,8.4
Rakusho,22867,http://tinyurl.com/y2vn35oy,6 張雙人床,
Osaka station east Large House,22896,http://tinyurl.com/y6cstpky,"床型： 4 張單人床 , 2 張雙人床 和 5 張日式床舖",7.7
Design Room Japan Legend,22896,http://tinyurl.com/yxhjcede,5 張單人床 • 2 張雙人床 • 3 張日式床舖,
MIYADO JS204,22896,http://tinyurl.com/yy4qypn9,2 張雙人床 • 3張床位 • 2 張日式床舖,
Namba Daikokucho Station West,22896,http://tinyurl.com/y4ryt68e,4 張單人床 • 1 張沙發床 • 2 張日式床舖,7.7
Very Hostel Namba（難波非常旅舍）,22933,http://tinyurl.com/yxqjf9wk,床型： 6 張日式床舖,8.4
Kazemachigusa INN,22933,http://tinyurl.com/y33mzabm,4 張雙人床 • 3 張沙發床,
Namba Takashimaya 5-mins apartment PA-403,22939,http://tinyurl.com/y4l74bfr,床型： 3 張雙人床 和 1 張日式床舖,
Namba Takashimaya 5-mins apartment PA-5A,22939,http://tinyurl.com/yy2ancpg,床型： 2 張雙人床 和 2 張日式床舖,
Namba Takashimaya 5-mins apartment PA-501,22939,http://tinyurl.com/y3bzgmwj,床型： 2 張雙人床 和 3 張日式床舖,
IKI-NEI apartment in Osaka,22939,http://tinyurl.com/yxuun5gh,1 張單人床 • 2 張雙人床 • 2 張日式床舖,
Namba Dotonbori Shinsaibashi Area 7F（日本橋7O號亞歷克斯公寓）,22940,http://tinyurl.com/y3nm57k9,床型： 1 張雙人床 和 4 張日式床舖,6.8
Universal Bay Condominium（環球灣公寓式飯店）,23044,http://tinyurl.com/y2x8ywvf,床型： 2 張雙人床 和 3 張日式床舖,9.0
ZEST Sweet,23103,http://tinyurl.com/y43s5te6,4 張雙人床,
WABI SABI OSAKA,23162,http://tinyurl.com/y3c8gasc,2 張單人床 • 6 張沙發床,
Bijou Suites Momo,23271,http://tinyurl.com/y6gh5x85,3 張雙人床,
Studio Minamisenba 803,23339,http://tinyurl.com/yyr2nxkg,床型： 4 張雙人床 和 2 張沙發床,
ShisaX梅田Relat民泊,23524,http://tinyurl.com/y59x8k4b,2 張單人床 • 2張床位 • 2 張沙發床 • 1 張日式床舖,8.4
Sakuranomiya Hotel（櫻之宮酒店）,23524,http://tinyurl.com/y3bk9yol,床型： 1 張沙發床 和 2 張日式床舖,9.0
Casa Kyobashi,23584,http://tinyurl.com/y2yc6fto,床型： 2 張雙人床 和 1 張沙發床,8.1
Nakazakicho 2 chome north home,23601,http://tinyurl.com/y5xg2vcn,床型： 3 張雙人床 和 1 張沙發床,
Tino Tsudoi,23635,http://tinyurl.com/y4ola52n,2 張雙人床 • 1 張沙發床,9.5
Sakuraya Condominium Kitahorie,23635,http://tinyurl.com/yxpbq3h7,3 張雙人床 • 2 張日式床舖,6.9
YOKEN-SHA,23635,http://tinyurl.com/yyeqodnk,2 張單人床 • 2 張雙人床 • 1 張日式床舖,
りんどうハウス大阪寺田町,23635,http://tinyurl.com/y33fftae,"床型： 1 張單人床 , 2 張雙人床 , 3 張沙發床 和 2 張日式床舖",
GuestHouse OsakaCastle,23635,http://tinyurl.com/yyu68mmx,1 張單人床 • 3 張雙人床 • 2 張沙發床,8.0
Hammock House Osaka（大阪吊床之家旅舍）,23635,http://tinyurl.com/y36ybwpb,8 張日式床舖,8.9
Shotenshita New House,23635,http://tinyurl.com/y5a4d32k,3 張雙人床 • 2 張沙發床,
Wakaba Sō,23635,http://tinyurl.com/yydtmbqj,"床型： 5 張單人床 , 1 張雙人床 和 13 張日式床舖",8.4
Apartment Namba Amenity DAR0048B,23635,http://tinyurl.com/y3p96ud3,床型： 5 張雙人床,
Tamade Naka House1,23827,http://tinyurl.com/y2ymqkf3,1 張單人床 • 4 張雙人床 • 1 張日式床舖,
DGNPBB Nipponbashi Namba Dotonbori Shinseikai Apartment #B 6ppl,23930,http://tinyurl.com/y5uw9ng6,床型： 1 張沙發床 和 4 張日式床舖,
Osaka Toyosaki - Araki house #YF1,23930,http://tinyurl.com/y45max88,床型： 4 張日式床舖,
pokapokahotel（博卡博卡酒店）,23930,http://tinyurl.com/y2eb4nmd,床型： 4張床位,
DGUSJA Apartment One station from USJ #A 6ppl,23930,http://tinyurl.com/yyxltb7k,2 張雙人床 • 1 張沙發床,
Kintetsu Friendly Hostel Osaka Tennoji Park（大阪天王寺公園近鐵友誼旅舎）,23930,http://tinyurl.com/y6klaenr,床型： 8張床位,9.2
Prime Inn Nippombashi Ⅱ,24196,http://tinyurl.com/y2y8lpck,3 張雙人床 • 1 張沙發床,6.7
Juso Yado（十三宿度假屋）,24226,http://tinyurl.com/y3ag4zqc,床型： 8 張日式床舖,9.3
Apartment in Nishinari 552570,24254,http://tinyurl.com/y2cmam4h,"床型： 1 張單人床 , 2 張雙人床 和 5 張日式床舖",
nedoco OSAKA WEST（大阪西區尼都可公寓）,24362,http://tinyurl.com/y657xrxc,床型： 3張床位,9.1
T's Funahashi,24373,http://tinyurl.com/yy4mh265,2 張單人床 • 1 張雙人床 • 1 張沙發床,
IKIDANE HOUSE Osaka TSURUHASHI,24409,http://tinyurl.com/y5ansxe9,床型： 4 張雙人床,
YUYU House - Kohama Maruko,24536,http://tinyurl.com/y33rscks,床型： 2 張特大雙人床 和 2 張日式床舖,
174-1 Modern Style House with 5Bed room 12Bed for 18PAX（174-1現代風格旅館- 帶5間臥室（12張床） - 18人入住）,24579,http://tinyurl.com/y3scpjek,3 張單人床 • 6 張雙人床 • 3 張日式床舖,
Shinsaibashi_Matsuya_MAH0001B,24816,http://tinyurl.com/y4cs8pxc,床型： 2 張沙發床 和 4 張日式床舖,
Watanabe Building 2F / Vacation STAY 3970,24816,http://tinyurl.com/y67zrgey,"床型： 3 張單人床 , 1 張雙人床 和 1 張沙發床",
YUYU House in Imazado - Primeyu KiKi,24887,http://tinyurl.com/y4u3mght,床型： 8 張日式床舖,
Bijou Suites Zero（比茹零套房旅館）,24897,http://tinyurl.com/y4dwd7vl,3 張雙人床 • 1 張沙發床,8.0
Maru House,24994,http://tinyurl.com/y38d5m6x,6張床位,8.3
305 Apartment in Higashiyodogawa,25081,http://tinyurl.com/y449aogm,床型： 4 張單人床,
Mikawa House Osaka Castle,25112,http://tinyurl.com/y255opry,床型： 4 張單人床,8.3
Guesthouse Sangenyanishi（桑根雅尼旅館）,25112,http://tinyurl.com/y23yxhek,床型： 3 張雙人床 和 2 張沙發床,8.6
soleil Universal Fukushima Noda,25112,http://tinyurl.com/y28b2qkk,7 張雙人床 • 1 張沙發床,
